intent,query
ask_restaurant_recommendation,Is Dawanmian a good place to eat if I'm in the mood for Chinese food?
ask_restaurant_recommendation,"I'm craving noodles, what's the best thing to order from Dawanmian?"
ask_restaurant_recommendation,What are some good restaurants around me that serve Dawanmian?
ask_restaurant_recommendation,Can you recommend a restaurant near my location that serves Dawanmian?
ask_restaurant_recommendation,Where can I find the best Dawanmian in this area?
ask_restaurant_recommendation,Are there any popular Dawanmian restaurants nearby?
ask_restaurant_recommendation,What are some good restaurants near Da Wan Mian?
ask_restaurant_recommendation,Can anyone recommend a restaurant like Da Wan Mian?
ask_restaurant_recommendation,Where can I find similar food to Da Wan Mian in the area?
ask_restaurant_recommendation,Are there any other great restaurants like Da Wan Mian nearby?
ask_restaurant_recommendation,What type of dishes does 大碗面 serve?
ask_restaurant_recommendation,Is 大碗面 a good restaurant to dine in with friends?
ask_restaurant_recommendation,Can you recommend any restaurants like 大碗面 nearby?
ask_restaurant_recommendation,Are there any promotions or discounts available at 大碗面?
ask_restaurant_recommendation,What are some good restaurants near me?
ask_restaurant_recommendation,Can you recommend any nice places to eat in KL?
ask_restaurant_recommendation,Can you recommend a good restaurant in Kuala Lumpur?
ask_restaurant_recommendation,What's a popular eatery near me that serves Italian cuisine?
ask_restaurant_recommendation,Where can I get delicious burgers in the city center?
ask_restaurant_recommendation,Which restaurants are highly-rated on Google for Malaysian food?
ask_restaurant_recommendation,What's a popular restaurant in town near U?
ask_restaurant_recommendation,Can you recommend some nice restaurants like U?
ask_restaurant_recommendation,"I'm looking for a place to eat, what are the best restaurants similar to U?"
ask_restaurant_recommendation,Where can I find a great restaurant like U nearby?
ask_restaurant_recommendation,What's a good restaurant to eat at?
ask_restaurant_recommendation,Can you recommend any restaurants near me?
ask_restaurant_recommendation,Which restaurant has the best food in town?
ask_restaurant_recommendation,Do you have any recommendations for a place to grab dinner?
ask_restaurant_recommendation,What kind of food does Xiaotaifeng serve?
ask_restaurant_recommendation,Is Xiaotaifeng a good place to eat in this area?
ask_restaurant_recommendation,Can you recommend Xiaotaifeng for a birthday dinner?
ask_restaurant_recommendation,How is the service at Xiaotaifeng compared to other restaurants?
ask_restaurant_recommendation,What is the food like at Xiaotaifeng?
ask_restaurant_recommendation,Is Xiaotaifeng a good restaurant to try Chinese food in town?
ask_restaurant_recommendation,Can you recommend any popular restaurants like Xiaotaifeng?
ask_restaurant_recommendation,How would you rate the dining experience at Xiaotaifeng?
ask_restaurant_recommendation,What are some good restaurants like Xiao Tai Feng?
ask_restaurant_recommendation,Can you recommend any restaurants near Xiao Tai Feng?
ask_restaurant_recommendation,Is there anything else I should try if I liked Xiao Tai Feng?
ask_restaurant_recommendation,Where can I find a restaurant similar to Xiao Tai Feng?
ask_restaurant_recommendation,What are some good food options around 小台枫?
ask_restaurant_recommendation,Can you recommend any restaurants near 小台枫?
ask_restaurant_recommendation,Is 小台枫 a good place to try some local cuisine?
ask_restaurant_recommendation,Are there any highly-rated restaurants close to 小台枫?
ask_restaurant_recommendation,What kind of food does Kabaabish serve?
ask_restaurant_recommendation,Is Kabaabish a good place to eat in town?
ask_restaurant_recommendation,Can you recommend any other restaurants like Kabaabish around here?
ask_restaurant_recommendation,What's the best dish to order at Kabaabish?
ask_restaurant_recommendation,What kind of food does Kabaabish serve?
ask_restaurant_recommendation,Is Kabaabish a good place to eat with friends?
ask_restaurant_recommendation,Can you recommend any similar restaurants like Kabaabish?
ask_restaurant_recommendation,What are the must-try dishes at Kabaabish restaurant?
ask_restaurant_recommendation,What are the top-rated restaurants like Kabaabish around here?
ask_restaurant_recommendation,Can you recommend any good places to eat similar to Kabaabish?
ask_restaurant_recommendation,Where can I find a restaurant that serves food similar to Kabaabish in this area?
ask_restaurant_recommendation,Do you have any recommendations for restaurants with a menu similar to Kabaabish's?
ask_restaurant_recommendation,What's a good restaurant like KABAABISH near my location?
ask_restaurant_recommendation,Can you recommend any restaurants similar to KABAABISH?
ask_restaurant_recommendation,Where can I find delicious food like KABAABISH in the area?
ask_restaurant_recommendation,Do you have any recommendations for restaurants with cuisine similar to KABAABISH?
ask_restaurant_recommendation,What are some good restaurants near me?
ask_restaurant_recommendation,Can you recommend a restaurant with Korean food?
ask_restaurant_recommendation,Where can I find a restaurant that serves Indian cuisine?
ask_restaurant_recommendation,Do you have any recommendations for Italian food nearby?
ask_restaurant_recommendation,What are some popular restaurants in Sapid?
ask_restaurant_recommendation,Can you recommend a restaurant in Sapid that serves Indian food?
ask_restaurant_recommendation,Where can I find good burgers in Sapid?
ask_restaurant_recommendation,Is there any vegetarian restaurant in Sapid?
ask_restaurant_recommendation,What's a good restaurant to eat in this area?
ask_restaurant_recommendation,Can you recommend a nearby restaurant?
ask_restaurant_recommendation,Which restaurants are highly rated around here?
ask_restaurant_recommendation,Do you have any suggestions for a romantic dinner at a local restaurant?
ask_restaurant_recommendation,What's a good place to eat in town like Saffron Club?
ask_restaurant_recommendation,"I'm looking for a restaurant similar to Saffron Club, do you have any recommendations?"
ask_restaurant_recommendation,Can you suggest restaurants with food quality like Saffron Club?
ask_restaurant_recommendation,Is there a restaurant nearby that serves the same type of cuisine as Saffron Club?
ask_restaurant_recommendation,What is the best restaurant to visit in saffron club?
ask_restaurant_recommendation,Can you recommend a good place to eat at saffron club?
ask_restaurant_recommendation,Is saffron club known for its dining experience?
ask_restaurant_recommendation,Where can i find the top restaurants at saffron club?
ask_restaurant_recommendation,What is the popular dish at Saffron?
ask_restaurant_recommendation,Can you recommend any vegetarian options from Saffron's menu?
ask_restaurant_recommendation,How would you compare Saffron to other nearby restaurants?
ask_restaurant_recommendation,What makes Saffron's service so good?
ask_restaurant_recommendation,What restaurants serve good Saffron food?
ask_restaurant_recommendation,Can you recommend a restaurant that serves Saffron cuisine?
ask_restaurant_recommendation,Where can I find a Saffron restaurant nearby?
ask_restaurant_recommendation,Do you have any recommendations for Saffron restaurants?
ask_restaurant_recommendation,What are some popular Poke Bowl places nearby?
ask_restaurant_recommendation,Can you recommend a good Poke Bowl restaurant in this area?
ask_restaurant_recommendation,Which Poke Bowl restaurant has the best reviews?
ask_restaurant_recommendation,Do you have any recommendations for a Poke Bowl dinner?
ask_restaurant_recommendation,What is a good Poke Bowl restaurant nearby?
ask_restaurant_recommendation,Can you recommend a good Poke Bowl place to eat?
ask_restaurant_recommendation,"I love Poke Bowls, do you have any recommendations for restaurants that serve it?"
ask_restaurant_recommendation,Where can I find the best Poke Bowl rice in town?
ask_restaurant_recommendation,What is a good Poke Bowl near me?
ask_restaurant_recommendation,Can you recommend a good Poke Bowl in this area?
ask_restaurant_recommendation,"I'm looking for a great Poke Bowl, can you suggest one nearby?"
ask_restaurant_recommendation,Where's the best place to get a Poke Bowl in town?
ask_restaurant_recommendation,What's a good poke bowl near me?
ask_restaurant_recommendation,Can you recommend a poke bowl place in the area?
ask_restaurant_recommendation,Where can I find a delicious poke bowl restaurant nearby?
ask_restaurant_recommendation,Do you have any recommendations for poke bowl restaurants?
ask_restaurant_recommendation,What is a good restaurant in Zone U?
ask_restaurant_recommendation,Can you recommend a bakery near Zone U?
ask_restaurant_recommendation,Which cafe in Zone U has the best food?
ask_restaurant_recommendation,Are there any good restaurants around Zone U that I can try?
ask_restaurant_recommendation,What restaurants are in Zone U that serve good pastries?
ask_restaurant_recommendation,Can you recommend any bakeries in Zone U?
ask_restaurant_recommendation,Where can I find a cafe in Zone U with delicious baked goods?
ask_restaurant_recommendation,Are there any highly-rated restaurants near Zone U bakery?
ask_restaurant_recommendation,What are some popular restaurants in Zone U?
ask_restaurant_recommendation,Can you recommend a good restaurant in Zone U?
ask_restaurant_recommendation,Where can I find affordable dining options in Zone U?
ask_restaurant_recommendation,Are there any new restaurants that have opened up in Zone U?
ask_restaurant_recommendation,What's good at ZoneU Bakery?
ask_restaurant_recommendation,Can you recommend any food at ZoneU Bakery?
ask_restaurant_recommendation,"I'm looking for a place to eat near ZoneU Bakery, what do you suggest?"
ask_restaurant_recommendation,What dishes does ZoneU Bakery serve that I should try?
ask_restaurant_recommendation,What's good to eat at Zhongminmeishi?
ask_restaurant_recommendation,Can you recommend any dishes from Zhongminmeishi?
ask_restaurant_recommendation,"Zhongminmeishi has a lot of options, what do I order?"
ask_restaurant_recommendation,Are there any popular items on the menu at Zhongminmeishi?
ask_restaurant_recommendation,What type of food does Zhong Min Mei Shi serve?
ask_restaurant_recommendation,Can you recommend a Chinese restaurant in town similar to Zhong Min Mei Shi?
ask_restaurant_recommendation,What's the nearest restaurant like Zhong Min Mei Shi?
ask_restaurant_recommendation,"I'm craving for some Asian cuisine, can you recommend something like Zhong Min Mei Shi?"
ask_restaurant_recommendation,What is the rating of Zhong Min Mei Shi?
ask_restaurant_recommendation,Can you recommend a dish from Zhong Min Mei Shi?
ask_restaurant_recommendation,Is Zhong Min Mei Shi a good restaurant for dinner?
ask_restaurant_recommendation,Do people like to eat at Zhong Min Mei Shi?
ask_restaurant_recommendation,What's a popular restaurant near me?
ask_restaurant_recommendation,Can you recommend some good food in Taipei?
ask_restaurant_recommendation,Where can I find delicious food like 中闽美食?
ask_restaurant_recommendation,Is there any highly-recommended restaurant for trying Taiwanese cuisine?
ask_restaurant_recommendation,Can you recommend any good restaurants in Singapore?
ask_restaurant_recommendation,What is the best place to eat in town?
ask_restaurant_recommendation,"I'm craving something delicious, can you suggest a restaurant nearby?"
ask_restaurant_recommendation,Where can I find good food like Bean's Express near my location?
ask_restaurant_recommendation,What's good to eat at Beans Express?
ask_restaurant_recommendation,Can you recommend something to order from Beans Express?
ask_restaurant_recommendation,Is Beans Express a good place to grab lunch?
ask_restaurant_recommendation,Do you have any recommendations for dinner at Beans Express?
ask_restaurant_recommendation,What's a good place to eat at in town?
ask_restaurant_recommendation,Can you recommend any restaurants nearby?
ask_restaurant_recommendation,"I'm looking for a great place to try some food, do you have any recommendations?"
ask_restaurant_recommendation,Where can I find the best food in the area?
ask_restaurant_recommendation,What is good about Bean Express?
ask_restaurant_recommendation,Is Bean Express a recommended restaurant?
ask_restaurant_recommendation,Can you recommend me some food from Bean Express?
ask_restaurant_recommendation,Do you have any recommendations near Bean Express?
ask_restaurant_recommendation,What is good about Mad Plate Express?
ask_restaurant_recommendation,Can you recommend some food from Mad Plate Express?
ask_restaurant_recommendation,How is the quality of Mad Plate Express compared to others?
