,0
1736,"[('Can you send me the Library Study Room Booking Guide?', {'entities': [(20, 52, 'facility')]})]"
1737,"[('Where is the book study room located?', {'entities': [(13, 28, 'facility')]})]"
1738,"[('How do I book a time slot in the book study room?', {'entities': [(33, 48, 'facility')]})]"
1739,"[('What are the opening hours of the book study room?', {'entities': [(34, 49, 'facility')]})]"
1740,"[('Where is the study room in A building?', {'entities': [(13, 23, 'facility')]})]"
1741,"[('I need a quiet space, where can I find a study room?', {'entities': [(41, 51, 'facility')]})]"
1742,"[('Are there any study rooms available for rent on campus?', {'entities': [(14, 24, 'facility')]})]"
1744,"[('What is the process for library booking?', {'entities': [(24, 39, 'facility')]})]"
1745,"[('Can you help me with library booking?', {'entities': [(21, 36, 'facility')]})]"
1746,"[('Where is KTV Near XMUM located?', {'entities': [(9, 22, 'facility')]})]"
1747,"[('What are the opening hours of KTV Near XMUM?', {'entities': [(30, 43, 'facility')]})]"
1748,"[('Is there a KTV Near XMUM near our campus?', {'entities': [(11, 24, 'facility')]})]"
1750,"[('I want to go to ktv near xmum tonight', {'entities': [(16, 29, 'facility')]})]"
1751,"[('Where can I find ktv near xmum for singing?', {'entities': [(17, 30, 'facility')]})]"
1752,"[('Where is the karaoke located on campus?', {'entities': [(13, 20, 'facility')]})]"
1753,"[(""Can I book a room at the school's karaoke facility?"", {'entities': [(34, 41, 'facility')]})]"
1754,"[('Is there karaoke in the student union building?', {'entities': [(9, 16, 'facility')]})]"
1755,"[('I want to go to the karaoke place near my dorm.', {'entities': [(20, 27, 'facility')]})]"
1756,"[('Is there a KTV near my dorm?', {'entities': [(11, 14, 'facility')]})]"
1757,"[(""Can I book a room at the university's KTV?"", {'entities': [(38, 41, 'facility')]})]"
1758,"[(""What are the rules for using the university's KTV?"", {'entities': [(46, 49, 'facility')]})]"
1759,"[('I want to join the singing club on campus.', {'entities': [(19, 26, 'facility')]})]"
1760,"[('Can I get a refund for my singing lessons?', {'entities': [(26, 33, 'facility')]})]"
1761,"[('Where is the singing studio located?', {'entities': [(13, 20, 'facility')]})]"
1762,"[('Where can I find the Bicycle Parking Guide?', {'entities': [(21, 42, 'facility')]})]"
1763,"[('I need help with the Bicycle Parking Guide.', {'entities': [(21, 42, 'facility')]})]"
1764,"[('What is the location of the Bicycle Parking Guide?', {'entities': [(28, 49, 'facility')]})]"
1765,"[('Where is the bicycle parking guide located?', {'entities': [(13, 34, 'facility')]})]"
1766,"[('I need help with the bicycle parking guide.', {'entities': [(21, 42, 'facility')]})]"
1767,"[('Can you provide a link to the bicycle parking guide?', {'entities': [(30, 51, 'facility')]})]"
1768,"[('Where is the bike parking area?', {'entities': [(13, 25, 'facility')]})]"
1770,"[('How can I get to the bike parking from here?', {'entities': [(21, 33, 'facility')]})]"
1771,"[('Is there a designated bike parking area on campus?', {'entities': [(22, 34, 'facility')]})]"
1772,"[('Where is the nearest bicycle parking?', {'entities': [(21, 36, 'facility')]})]"
1773,"[('How do I get to the campus bicycle parking?', {'entities': [(27, 42, 'facility')]})]"
1774,"[('Can you tell me about the university bicycle parking facilities?', {'entities': [(37, 52, 'facility')]})]"
1776,"[('Can you tell me where to park bike near the library?', {'entities': [(16, 34, 'facility')]})]"
1777,"[(""I'm looking for a safe spot to park my bike, can you show me where to park bike?"", {'entities': [(61, 79, 'facility')]})]"
1778,"[('Where are the Milk Tea Shops Near XMUM?', {'entities': [(14, 38, 'facility')]})]"
1779,"[('What is the location of the Milk Tea Shops Near XMUM?', {'entities': [(28, 52, 'facility')]})]"
1780,"[('Are there any milk tea shops near XMUM campus?', {'entities': [(14, 38, 'facility')]})]"
1781,"[('Can you show me the direction to the Milk Tea Shops Near XMUM?', {'entities': [(37, 61, 'facility')]})]"
1782,"[('I want to go to the milk tea shops near xmum', {'entities': [(20, 44, 'facility')]})]"
1783,"[('Can you tell me where are some good milk tea shops near xmum?', {'entities': [(36, 60, 'facility')]})]"
1784,"[('How many milk tea shops near xmum have online ordering?', {'entities': [(9, 33, 'facility')]})]"
1785,"[('Where is the milk tea shop?', {'entities': [(13, 21, 'facility')]})]"
1786,"[('I want to try the milk tea at the corner.', {'entities': [(18, 26, 'facility')]})]"
1787,"[('Is there a milk tea place nearby?', {'entities': [(11, 19, 'facility')]})]"
1788,"[('Where can I buy bubble tea?', {'entities': [(16, 26, 'facility')]})]"
1789,"[('Is there a shop selling bubble tea nearby?', {'entities': [(24, 34, 'facility')]})]"
1790,"[('What is the best place to get bubble tea on campus?', {'entities': [(30, 40, 'facility')]})]"
1791,"[('What is the facility for selling drinks?', {'entities': [(33, 39, 'facility')]})]"
1792,"[('Can I find a place that sells hot and cold drinks on campus?', {'entities': [(43, 49, 'facility')]})]"
1793,"[('Are there any vending machines with cold drinks available near my dorm?', {'entities': [(41, 47, 'facility')]})]"
1795,"[('Can I get a list of classroom types at XMUM campus?', {'entities': [(20, 43, 'facility')]})]"
1797,"[('What are the available classroom types at xmum for rent?', {'entities': [(23, 46, 'facility')]})]"
1798,"[('Can I get a list of classroom types at xmum on campus?', {'entities': [(20, 43, 'facility')]})]"
1799,"[('Are there any computer labs or seminar rooms among the classroom types at xmum?', {'entities': [(55, 78, 'facility')]})]"
1800,"[('What are the available class types on campus?', {'entities': [(23, 34, 'facility')]})]"
1801,"[('Can you tell me about the different class types offered?', {'entities': [(36, 47, 'facility')]})]"
1802,"[('What class types are available this semester?', {'entities': [(5, 16, 'facility')]})]"
1803,"[(""What is the schedule for tomorrow's lecture?"", {'entities': [(36, 43, 'facility')]})]"
1804,"[('Can I get a copy of the lecture notes?', {'entities': [(24, 31, 'facility')]})]"
1805,"[('Is the lecture on Monday cancelled?', {'entities': [(7, 14, 'facility')]})]"
1806,"[('Where is the tutorial?', {'entities': [(13, 21, 'facility')]})]"
1807,"[('I need help with the online tutorial', {'entities': [(28, 36, 'facility')]})]"
1808,"[('How can I find the computer lab for the tutorial?', {'entities': [(40, 48, 'facility')]})]"
1809,"[('Where is the laboratory located?', {'entities': [(13, 23, 'facility')]})]"
1810,"[('What is the opening time of the laboratory?', {'entities': [(32, 42, 'facility')]})]"
1811,"[('Can I reserve a room in the laboratory?', {'entities': [(28, 38, 'facility')]})]"
1812,"[('I need help with How to Search for Books in the Library', {'entities': [(17, 55, 'facility')]})]"
1813,"[('Where can I find instructions on How to Search for Books in the Library?', {'entities': [(33, 71, 'facility')]})]"
1814,"[('How do I use the resources at How to Search for Books in the Library?', {'entities': [(30, 68, 'facility')]})]"
1815,"[('Where is the search books library located?', {'entities': [(13, 33, 'facility')]})]"
1816,"[('I need help finding search books library.', {'entities': [(20, 40, 'facility')]})]"
1817,"[('Is search books library open on weekends?', {'entities': [(3, 23, 'facility')]})]"
1818,"[('I want to find books at the library', {'entities': [(10, 20, 'facility')]})]"
1819,"[('Where can I go to find books?', {'entities': [(18, 28, 'facility')]})]"
1820,"[('Can you help me find books in the bookstore?', {'entities': [(16, 26, 'facility')]})]"
1821,"[('How do I use the library search function?', {'entities': [(17, 31, 'facility')]})]"
1822,"[('Can you help me with the library search feature?', {'entities': [(25, 39, 'facility')]})]"
1823,"[('Where can I find the library search tool?', {'entities': [(21, 35, 'facility')]})]"
1824,"[('Where can I do book search on campus?', {'entities': [(15, 26, 'facility')]})]"
1825,"[('Can you help me with the book search service?', {'entities': [(25, 36, 'facility')]})]"
1826,"[('Is there a book search facility near the library?', {'entities': [(11, 22, 'facility')]})]"
1827,"[('Where can I find How to Locate Books in the Library?', {'entities': [(17, 51, 'facility')]})]"
1828,"[('I need help with How to Locate Books in the Library.', {'entities': [(17, 51, 'facility')]})]"
1829,"[('Can someone explain How to Locate Books in the Library?', {'entities': [(20, 54, 'facility')]})]"
1830,"[('Where is the locate books library located?', {'entities': [(13, 33, 'facility')]})]"
1831,"[('I need help finding the locate books library on campus.', {'entities': [(24, 44, 'facility')]})]"
1832,"[('Can you tell me how to get to the locate books library from my dorm?', {'entities': [(34, 54, 'facility')]})]"
1833,"[('Where is the find books shelf in the library?', {'entities': [(13, 29, 'facility')]})]"
1834,"[('Can you help me locate the find books shelf?', {'entities': [(27, 43, 'facility')]})]"
1835,"[('How can I find the find books shelf?', {'entities': [(19, 35, 'facility')]})]"
1837,"[('What is the library navigation like on campus?', {'entities': [(12, 30, 'facility')]})]"
1838,"[('Can you show me the way to library navigation?', {'entities': [(27, 45, 'facility')]})]"
1839,"[('I want to know how to print in the library via computer', {'entities': [(15, 55, 'facility')]})]"
1842,"[('Where can I find the print library computer?', {'entities': [(21, 43, 'facility')]})]"
1843,"[('Is the print library computer available in A1?', {'entities': [(7, 29, 'facility')]})]"
1844,"[('I need help with the print library computer.', {'entities': [(21, 43, 'facility')]})]"
1845,"[('Can you show me where the print library computer is?', {'entities': [(26, 48, 'facility')]})]"
1846,"[('How much does library printing cost?', {'entities': [(14, 30, 'facility')]})]"
1847,"[('Where can I find the library printing services?', {'entities': [(21, 37, 'facility')]})]"
1848,"[('Can I get help with library printing from the librarian?', {'entities': [(20, 36, 'facility')]})]"
1849,"[('Where is the computer printing facility located?', {'entities': [(13, 30, 'facility')]})]"
1850,"[('I need help with computer printing, where do I go?', {'entities': [(17, 34, 'facility')]})]"
1851,"[('Can someone tell me how to use the computer printing service?', {'entities': [(35, 52, 'facility')]})]"
1855,"[('Where is the print library usb located?', {'entities': [(13, 30, 'facility')]})]"
1857,"[('What are the opening hours of the print library usb?', {'entities': [(34, 51, 'facility')]})]"
1858,"[('How do I use the usb printing service?', {'entities': [(17, 29, 'facility')]})]"
1859,"[('What is the cost of using the usb printing facility?', {'entities': [(30, 42, 'facility')]})]"
1860,"[('Can I print from my laptop via usb printing?', {'entities': [(31, 43, 'facility')]})]"
1861,"[('Where is the direct printing facility located?', {'entities': [(13, 28, 'facility')]})]"
1862,"[('What are the operating hours of the direct printing facility?', {'entities': [(36, 51, 'facility')]})]"
1863,"[('How much does it cost for direct printing?', {'entities': [(26, 41, 'facility')]})]"
1867,"[('Where is the scan library located?', {'entities': [(13, 25, 'facility')]})]"
1868,"[('I need help finding the scan library.', {'entities': [(24, 36, 'facility')]})]"
1869,"[('Is the scan library open now?', {'entities': [(7, 19, 'facility')]})]"
1870,"[('Where is the library scanning service located?', {'entities': [(13, 29, 'facility')]})]"
1871,"[('Can I use my phone for library scanning?', {'entities': [(23, 39, 'facility')]})]"
1872,"[('How do I access library scanning on campus?', {'entities': [(16, 32, 'facility')]})]"
1873,"[('Where can I go for document scanning?', {'entities': [(19, 36, 'facility')]})]"
1874,"[('Is the library open for document scanning today?', {'entities': [(24, 41, 'facility')]})]"
1875,"[('How do I access the document scanning service?', {'entities': [(20, 37, 'facility')]})]"
1879,"[('Where is the printing refund counter located?', {'entities': [(13, 28, 'facility')]})]"
1880,"[('Can I get a printing refund on campus?', {'entities': [(12, 27, 'facility')]})]"
1881,"[('How to apply for a printing refund?', {'entities': [(19, 34, 'facility')]})]"
1882,"[('I want to know about the refund printing policy.', {'entities': [(25, 40, 'facility')]})]"
1885,"[('I need help with a printing error refund.', {'entities': [(19, 40, 'facility')]})]"
1886,"[('How do I get a printing error refund?', {'entities': [(15, 36, 'facility')]})]"
1887,"[('Can you assist me with the printing error refund process?', {'entities': [(27, 48, 'facility')]})]"
1888,"[('Where are the laundry machines located?', {'entities': [(14, 30, 'facility')]})]"
1889,"[('Can I use the laundry machines after hours?', {'entities': [(14, 30, 'facility')]})]"
1890,"[('Which building has the best laundry machines?', {'entities': [(28, 44, 'facility')]})]"
1891,"[('Where are the washing machines located?', {'entities': [(14, 30, 'facility')]})]"
1892,"[('Can I use the washing machines after 10pm?', {'entities': [(14, 30, 'facility')]})]"
1893,"[('What is the cost of using the washing machines?', {'entities': [(30, 46, 'facility')]})]"
1894,"[('Where is the dryer in my dorm?', {'entities': [(13, 18, 'facility')]})]"
1895,"[('How do I use the dryer in the laundry room?', {'entities': [(17, 22, 'facility')]})]"
1896,"[('Is the dryer available for students to use?', {'entities': [(7, 12, 'facility')]})]"
1897,"[('Where is the laundry on campus?', {'entities': [(13, 20, 'facility')]})]"
1898,"[('I want to do my laundry at the university.', {'entities': [(16, 23, 'facility')]})]"
1899,"[('Can you tell me where the nearest laundry is?', {'entities': [(34, 41, 'facility')]})]"
1900,"[('Where is the How to Use the Shoe Washing Machine located?', {'entities': [(13, 48, 'facility')]})]"
1901,"[('What are the instructions for using the How to Use the Shoe Washing Machine?', {'entities': [(40, 75, 'facility')]})]"
1902,"[('Can anyone use the How to Use the Shoe Washing Machine?', {'entities': [(19, 54, 'facility')]})]"
1903,"[('Where is the shoe washing machine located?', {'entities': [(13, 33, 'facility')]})]"
1904,"[('Can I use the shoe washing machine after gym hours?', {'entities': [(14, 34, 'facility')]})]"
1905,"[('Is the shoe washing machine available for students only?', {'entities': [(7, 27, 'facility')]})]"
1906,"[('Where is the wash shoes facility?', {'entities': [(13, 23, 'facility')]})]"
1907,"[('How do I use the wash shoes equipment?', {'entities': [(17, 27, 'facility')]})]"
1908,"[('What are the opening hours of the wash shoes area?', {'entities': [(34, 44, 'facility')]})]"
1909,"[('Where is the shoe cleaner located?', {'entities': [(13, 25, 'facility')]})]"
1910,"[('Can I use the shoe cleaner at night?', {'entities': [(14, 26, 'facility')]})]"
1911,"[('How do I operate the shoe cleaner?', {'entities': [(21, 33, 'facility')]})]"
1912,"[('Where is the location of How to Use Dry Cleaning Service?', {'entities': [(25, 56, 'facility')]})]"
